Age,Gender,Education Level,Job Title,Years of Experience,Salary,Job Field
28,Female,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
43,Male,PhD,Data Scientist,16,160000.0,Research
29,Male,Bachelor's,Software Developer,5,80000.0,Engineering
39,Female,Master's,Marketing Coordinator,11,120000.0,Sales and Marketing
32,Male,Bachelor's,Manager,6,90000.0,Management
28,Female,Master's,Human Resources Coordinator,2,45000.0,Human Resources
40,Male,PhD,Data Scientist,15,150000.0,Research
33,Female,Bachelor's,Manager,8,95000.0,Management
24,Male,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
35,Female,Master's,Manager,10,110000.0,Management
29,Male,Bachelor's,Software Engineer,4,70000.0,Engineering
49,Male,PhD,Data Scientist,22,220000.0,Research
26,Female,Bachelor's,Junior Software Developer,2,35000.0,Engineering
41,Female,Master's,Manager,13,140000.0,Management
36,Male,Bachelor's,Manager,9,110000.0,Management
28,Female,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
43,Male,PhD,Data Scientist,16,160000.0,Research
29,Male,Bachelor's,Software Developer,5,80000.0,Engineering
39,Female,Master's,Marketing Coordinator,11,120000.0,Sales and Marketing
32,Male,Bachelor's,Manager,6,90000.0,Management
28,Female,Master's,Human Resources Coordinator,2,45000.0,Human Resources
40,Male,PhD,Data Scientist,15,150000.0,Research
33,Female,Bachelor's,Manager,8,95000.0,Management
24,Male,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
35,Female,Master's,Manager,10,110000.0,Management
29,Male,Bachelor's,Software Engineer,4,70000.0,Engineering
49,Male,PhD,Data Scientist,22,220000.0,Research
26,Female,Bachelor's,Junior Software Developer,2,35000.0,Engineering
41,Female,Master's,Manager,13,140000.0,Management
36,Male,Bachelor's,Manager,9,110000.0,Management
28,Female,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
43,Male,PhD,Data Scientist,16,160000.0,Research
29,Male,Bachelor's,Software Developer,5,80000.0,Engineering
39,Female,Master's,Marketing Coordinator,11,120000.0,Sales and Marketing
32,Male,Bachelor's,Manager,6,90000.0,Management
28,Female,Master's,Human Resources Coordinator,2,45000.0,Human Resources
40,Male,PhD,Data Scientist,15,150000.0,Research
33,Female,Bachelor's,Manager,8,95000.0,Management
24,Male,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
35,Female,Master's,Manager,10,110000.0,Management
29,Male,Bachelor's,Software Engineer,4,70000.0,Engineering
49,Male,PhD,Data Scientist,22,220000.0,Research
26,Female,Bachelor's,Junior Software Developer,2,35000.0,Engineering
41,Female,Master's,Manager,13,140000.0,Management
36,Male,Bachelor's,Manager,9,110000.0,Management
28,Female,2nd Level,Junior Sales Associate,1,25000.0,Sales and Marketing
43,Male,PhD,Data Scientist,16,160000.0,Research
29,Male,Bachelor's,Software Developer,5,80000.0,Engineering
34,Male,Bachelor's,Software Engineer,6,85000.0,Engineering
31,Female,Master's,Manager,4,62000.0,Management
41,Male,PhD,Data Scientist,13,138000.0,Research
27,Female,Bachelor's,Human Resources Coordinator,2,47000.0,Human Resources
25,Male,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
33,Female,Master's,Software Developer,8,95000.0,Engineering
45,Male,Bachelor's,Manager,19,174000.0,Management
28,Female,Bachelor's,Marketing Coordinator,2,41000.0,Sales and Marketing
42,Male,PhD,Data Scientist,16,162000.0,Research
34,Female,Bachelor's,Manager,9,99000.0,Management
23,Male,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
36,Female,Master's,Manager,11,117000.0,Management
30,Male,Bachelor's,Software Engineer,5,75000.0,Engineering
50,Male,PhD,Data Scientist,23,225000.0,Research
27,Female,Bachelor's,Junior Software Developer,2,36000.0,Engineering
43,Female,Master's,Manager,14,146000.0,Management
37,Male,Bachelor's,Manager,10,113000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
44,Male,PhD,Data Scientist,17,168000.0,Research
30,Male,Bachelor's,Software Developer,6,85000.0,Engineering
40,Female,Master's,Marketing Coordinator,12,122000.0,Sales and Marketing
33,Male,Bachelor's,Manager,7,96000.0,Management
29,Female,Master's,Human Resources Coordinator,3,49000.0,Human Resources
43,Male,PhD,Data Scientist,16,162000.0,Research
34,Female,Bachelor's,Manager,9,99000.0,Management
23,Male,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
36,Female,Master's,Manager,11,117000.0,Management
30,Male,Bachelor's,Software Engineer,5,75000.0,Engineering
50,Male,PhD,Data Scientist,23,225000.0,Research
27,Female,Bachelor's,Junior Software Developer,2,36000.0,Engineering
43,Female,Master's,Manager,14,146000.0,Management
37,Male,Bachelor's,Manager,10,113000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
44,Male,PhD,Data Scientist,17,168000.0,Research
30,Male,Bachelor's,Software Developer,6,85000.0,Engineering
40,Female,Master's,Marketing Coordinator,12,122000.0,Sales and Marketing
33,Male,Bachelor's,Manager,7,96000.0,Management
29,Female,Master's,Human Resources Coordinator,3,49000.0,Human Resources
43,Male,PhD,Data Scientist,16,162000.0,Research
34,Female,Bachelor's,Manager,9,99000.0,Management
23,Male,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
36,Female,Master's,Manager,11,117000.0,Management
30,Male,Bachelor's,Software Engineer,5,75000.0,Engineering
50,Male,PhD,Data Scientist,23,225000.0,Research
27,Female,Bachelor's,Junior Software Developer,2,36000.0,Engineering
43,Female,Master's,Manager,14,146000.0,Management
37,Male,Bachelor's,Manager,10,113000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
44,Male,PhD,Data Scientist,17,168000.0,Research
30,Male,Bachelor's,Software Developer,6,85000.0,Engineering
40,Female,Master's,Marketing Coordinator,12,122000.0,Sales and Marketing
33,Male,Bachelor's,Manager,7,96000.0,Management
29,Female,Master's,Human Resources Coordinator,3,49000.0,Human Resources
43,Male,PhD,Data Scientist,16,162000.0,Research
34,Female,Bachelor's,Manager,9,99000.0,Management
23,Male,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
36,Female,Master's,Manager,11,117000.0,Management
30,Male,Bachelor's,Software Engineer,5,75000.0,Engineering
50,Male,PhD,Data Scientist,23,225000.0,Research
27,Female,Bachelor's,Junior Software Developer,2,36000.0,Engineering
43,Female,Master's,Manager,14,146000.0,Management
37,Male,Bachelor's,Manager,10,113000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
44,Male,PhD,Data Scientist,17,168000.0,Research
30,Male,Bachelor's,Software Developer,6,85000.0,Engineering
40,Female,Master's,Marketing Coordinator,12,122000.0,Sales and Marketing
33,Male,Bachelor's,Manager,7,96000.0,Management
29,Female,Master's,Human Resources Coordinator,3,49000.0,Human Resources
43,Male,PhD,Data Scientist,16,162000.0,Research
34,Female,Bachelor's,Manager,9,99000.0,Management
23,Male,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
36,Female,Master's,Manager,11,117000.0,Management
30,Male,Bachelor's,Software Engineer,5,75000.0,Engineering
50,Male,PhD,Data Scientist,23,225000.0,Research
27,Female,Bachelor's,Junior Software Developer,2,36000.0,Engineering
43,Female,Master's,Manager,14,146000.0,Management
37,Male,Bachelor's,Manager,10,113000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
44,Male,PhD,Data Scientist,17,168000.0,Research
30,Male,Bachelor's,Software Developer,6,85000.0,Engineering
40,Female,Master's,Marketing Coordinator,12,122000.0,Sales and Marketing
33,Male,Bachelor's,Manager,7,96000.0,Management
29,Female,Master's,Human Resources Coordinator,3,49000.0,Human Resources
43,Male,PhD,Data Scientist,16,162000.0,Research
34,Female,Bachelor's,Manager,9,99000.0,Management
23,Male,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
36,Female,Master's,Manager,11,117000.0,Management
30,Male,Bachelor's,Software Engineer,5,75000.0,Engineering
50,Male,PhD,Data Scientist,23,225000.0,Research
27,Female,Bachelor's,Junior Software Developer,2,36000.0,Engineering
43,Female,Master's,Manager,14,146000.0,Management
37,Male,Bachelor's,Manager,10,113000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
44,Male,PhD,Data Scientist,17,168000.0,Research
30,Male,Bachelor's,Software Developer,6,85000.0,Engineering
40,Female,Master's,Marketing Coordinator,12,122000.0,Sales and Marketing
33,Male,Bachelor's,Manager,7,96000.0,Management
29,Female,Master's,Human Resources Coordinator,3,49000.0,Human Resources
43,Male,PhD,Data Scientist,16,162000.0,Research
34,Female,Bachelor's,Manager,9,99000.0,Management
23,Male,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
36,Female,Master's,Manager,11,117000.0,Management
30,Male,Bachelor's,Software Engineer,5,75000.0,Engineering
50,Male,PhD,Data Scientist,23,225000.0,Research
27,Female,Bachelor's,Junior Software Developer,2,36000.0,Engineering
43,Female,Master's,Manager,14,146000.0,Management
37,Male,Bachelor's,Manager,10,113000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
44,Male,PhD,Data Scientist,17,168000.0,Research
30,Male,Bachelor's,Software Developer,6,85000.0,Engineering
40,Female,Master's,Marketing Coordinator,12,122000.0,Sales and Marketing
33,Male,Bachelor's,Manager,7,96000.0,Management
29,Female,Master's,Human Resources Coordinator,3,49000.0,Human Resources
43,Male,PhD,Data Scientist,16,162000.0,Research
34,Female,Bachelor's,Manager,9,99000.0,Management
23,Male,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
36,Female,Master's,Manager,11,117000.0,Management
30,Male,Bachelor's,Software Engineer,5,75000.0,Engineering
50,Male,PhD,Data Scientist,23,225000.0,Research
27,Female,Bachelor's,Junior Software Developer,2,36000.0,Engineering
43,Female,Master's,Manager,14,146000.0,Management
37,Male,Bachelor's,Manager,10,113000.0,Management
29,Female,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
44,Male,PhD,Data Scientist,17,168000.0,Research
30,Male,Bachelor's,Software Developer,6,85000.0,Engineering
32,Female,Master's,Software Developer,8,95000.0,Engineering
46,Male,PhD,Data Scientist,18,180000.0,Research
28,Female,Bachelor's,Marketing Coordinator,2,41000.0,Sales and Marketing
24,Male,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
31,Female,Master's,Manager,5,68000.0,Management
39,Male,Bachelor's,Manager,13,127000.0,Management
25,Female,Bachelor's,Human Resources Coordinator,2,47000.0,Human Resources
41,Male,PhD,Data Scientist,15,155000.0,Research
35,Female,Bachelor's,Manager,8,92000.0,Management
26,Male,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
37,Female,Master's,Manager,12,125000.0,Management
29,Male,Bachelor's,Software Engineer,4,71000.0,Engineering
51,Male,PhD,Data Scientist,24,240000.0,Research
28,Female,Bachelor's,Junior Software Developer,2,36000.0,Engineering
44,Female,Master's,Manager,15,152000.0,Management
38,Male,Bachelor's,Manager,11,119000.0,Management
30,Female,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
45,Male,PhD,Data Scientist,19,190000.0,Research
31,Male,Bachelor's,Software Developer,6,85000.0,Engineering
41,Female,Master's,Marketing Coordinator,13,131000.0,Sales and Marketing
34,Male,Bachelor's,Manager,8,101000.0,Management
30,Female,Master's,Human Resources Coordinator,3,49000.0,Human Resources
44,Male,PhD,Data Scientist,18,182000.0,Research
35,Female,Bachelor's,Manager,8,92000.0,Management
26,Male,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
37,Female,Master's,Manager,12,125000.0,Management
29,Male,Bachelor's,Software Engineer,4,71000.0,Engineering
51,Male,PhD,Data Scientist,24,240000.0,Research
28,Female,Bachelor's,Junior Software Developer,2,36000.0,Engineering
44,Female,Master's,Manager,15,152000.0,Management
38,Male,Bachelor's,Manager,11,119000.0,Management
30,Female,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
45,Male,PhD,Data Scientist,19,190000.0,Research
31,Male,Bachelor's,Software Developer,6,85000.0,Engineering
41,Female,Master's,Marketing Coordinator,13,131000.0,Sales and Marketing
34,Male,Bachelor's,Manager,8,101000.0,Management
30,Female,Master's,Human Resources Coordinator,3,49000.0,Human Resources
44,Male,PhD,Data Scientist,18,182000.0,Research
35,Female,Bachelor's,Manager,8,92000.0,Management
26,Male,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
37,Female,Master's,Manager,12,125000.0,Management
29,Male,Bachelor's,Software Engineer,4,71000.0,Engineering
51,Male,PhD,Data Scientist,24,240000.0,Research
28,Female,Bachelor's,Junior Software Developer,2,36000.0,Engineering
44,Female,Master's,Manager,15,152000.0,Management
38,Male,Bachelor's,Manager,11,119000.0,Management
30,Female,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
45,Male,PhD,Data Scientist,19,190000.0,Research
31,Male,Bachelor's,Software Developer,6,85000.0,Engineering
41,Female,Master's,Marketing Coordinator,13,131000.0,Sales and Marketing
34,Male,Bachelor's,Manager,8,101000.0,Management
30,Female,Master's,Human Resources Coordinator,3,49000.0,Human Resources
44,Male,PhD,Data Scientist,18,182000.0,Research
35,Female,Bachelor's,Manager,8,92000.0,Management
26,Male,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
37,Female,Master's,Manager,12,125000.0,Management
29,Male,Bachelor's,Software Engineer,4,71000.0,Engineering
51,Male,PhD,Data Scientist,24,240000.0,Research
28,Female,Bachelor's,Junior Software Developer,2,36000.0,Engineering
44,Female,Master's,Manager,15,152000.0,Management
38,Male,Bachelor's,Manager,11,119000.0,Management
30,Female,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
45,Male,PhD,Data Scientist,19,190000.0,Research
31,Male,Bachelor's,Software Developer,6,85000.0,Engineering
41,Female,Master's,Marketing Coordinator,13,131000.0,Sales and Marketing
34,Male,Bachelor's,Manager,8,101000.0,Management
30,Female,Master's,Human Resources Coordinator,3,49000.0,Human Resources
44,Male,PhD,Data Scientist,18,182000.0,Research
35,Female,Bachelor's,Manager,8,92000.0,Management
26,Male,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
37,Female,Master's,Manager,12,125000.0,Management
29,Male,Bachelor's,Software Engineer,4,71000.0,Engineering
51,Male,PhD,Data Scientist,24,240000.0,Research
28,Female,Bachelor's,Junior Software Developer,2,36000.0,Engineering
44,Female,Master's,Manager,15,152000.0,Management
38,Male,Bachelor's,Manager,11,119000.0,Management
30,Female,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
45,Male,PhD,Data Scientist,19,190000.0,Research
31,Male,Bachelor's,Software Developer,6,85000.0,Engineering
41,Female,Master's,Marketing Coordinator,13,131000.0,Sales and Marketing
34,Male,Bachelor's,Manager,8,101000.0,Management
30,Female,Master's,Human Resources Coordinator,3,49000.0,Human Resources
44,Male,PhD,Data Scientist,18,182000.0,Research
35,Female,Bachelor's,Manager,8,92000.0,Management
26,Male,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
37,Female,Master's,Manager,12,125000.0,Management
29,Male,Bachelor's,Software Engineer,4,71000.0,Engineering
51,Male,PhD,Data Scientist,24,240000.0,Research
28,Female,Bachelor's,Junior Software Developer,2,36000.0,Engineering
44,Female,Master's,Manager,15,152000.0,Management
38,Male,Bachelor's,Manager,11,119000.0,Management
30,Female,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
45,Male,PhD,Data Scientist,19,190000.0,Research
31,Male,Bachelor's,Software Developer,6,85000.0,Engineering
41,Female,Master's,Marketing Coordinator,13,131000.0,Sales and Marketing
34,Male,Bachelor's,Manager,8,101000.0,Management
30,Female,Master's,Human Resources Coordinator,3,49000.0,Human Resources
44,Male,PhD,Data Scientist,18,182000.0,Research
35,Female,Bachelor's,Manager,8,92000.0,Management
26,Male,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
37,Female,Master's,Manager,12,125000.0,Management
29,Male,Bachelor's,Software Engineer,4,71000.0,Engineering
51,Male,PhD,Data Scientist,24,240000.0,Research
28,Female,Bachelor's,Junior Software Developer,2,36000.0,Engineering
44,Female,Master's,Manager,15,152000.0,Management
38,Male,Bachelor's,Manager,11,119000.0,Management
30,Female,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
45,Male,PhD,Data Scientist,19,190000.0,Research
31,Male,Bachelor's,Software Developer,6,85000.0,Engineering
41,Female,Master's,Marketing Coordinator,13,131000.0,Sales and Marketing
34,Male,Bachelor's,Manager,8,101000.0,Management
30,Female,Master's,Human Resources Coordinator,3,49000.0,Human Resources
44,Male,PhD,Data Scientist,18,182000.0,Research
35,Female,Bachelor's,Manager,8,92000.0,Management
26,Male,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
37,Female,Master's,Manager,12,125000.0,Management
29,Male,Bachelor's,Software Engineer,4,71000.0,Engineering
51,Male,PhD,Data Scientist,24,240000.0,Research
28,Female,Bachelor's,Junior Software Developer,2,36000.0,Engineering
44,Female,Master's,Manager,15,152000.0,Management
38,Male,Bachelor's,Manager,11,119000.0,Management
30,Female,2nd Level,Junior Sales Associate,1,26000.0,Sales and Marketing
45,Male,PhD,Data Scientist,19,190000.0,Research
31,Male,Bachelor's,Software Developer,6,85000.0,Engineering
41,Female,Master's,Marketing Coordinator,13,131000.0,Sales and Marketing
27,Male,Bachelor's,Software Developer,3,62000.0,Engineering
42,Female,Master's,Manager,16,137000.0,Management
35,Male,PhD,Data Scientist,9,112000.0,Research
29,Female,Bachelor's,Human Resources Coordinator,2,45000.0,Human Resources
